id,layer,category,trigger,condition,if_action,else_action,severity,how_to_use,when_to_use,why_to_use,source_doc
AS-0070,scenarios,tool_policy,runtime detects: scrape anti-bot 403,pack filter is github,run scenario.match with pack inferred from tool_name; inject format_policy_evidence; DEFER LLM,DEFER with fixed text; do not invent policy row,high,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0071,scenarios,tool_policy,chat turn includes: scrape anti-bot 403,pack filter is all,apply tools.sleep_backoff then single retry; on second failure DEFER,skip scenario pack when tool was not requested,critical,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0072,scenarios,tool_policy,skill path hits: scrape anti-bot 403,format_policy_evidence returned non-empty,classify failure kind github_allowlist_blocked; surface next_step allowlist fix,DEFER with fixed text; do not invent policy row,high,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0073,scenarios,tool_policy,after bootstrap: scrape anti-bot 403,noise-only tokens matched weak row,attach chosen row id GH-* to audit log; never invent id,skip scenario pack when tool was not requested,medium,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0074,scenarios,tool_policy,in production: scrape anti-bot 403,allowlist mode is restricted,map if_action via policy_action_map; if handler allowlisted queue skill else evidence-only,DEFER with fixed text; do not invent policy row,high,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0075,scenarios,tool_policy,during local dev: scrape anti-bot 403,tool_errors is non-empty,reject weak noise match when score < 4.0; use fixed defer_text,skip scenario pack when tool was not requested,high,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0076,scenarios,tool_policy,on digitalocean deploy: scrape anti-bot 403,scenario.match count == 0,reload scenario CSVs via scenario.match.reload after operator update,DEFER with fixed text; do not invent policy row,critical,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0077,scenarios,tool_policy,when brain enabled: scrape anti-bot 403,scenario.match count >= 1 and score >= 4.0,stream policy defer_text with policy_id and handlers on SSE done; do not call LLM,skip scenario pack when tool was not requested,high,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0078,scenarios,tool_policy,scenario.match returned zero rows,scenario.match score < chat_gate min_score,ops.notify with error_code and repository subject; DEFER analysis,DEFER with fixed text; do not invent policy row,medium,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0079,scenarios,tool_policy,agent observes: scenario.match returned zero rows,severity is critical,use pack=github only for github tool errors,skip scenario pack when tool was not requested,high,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0080,scenarios,tool_policy,operator reports: scenario.match returned zero rows,severity is low,run scenario.match with pack inferred from tool_name; inject format_policy_evidence; DEFER LLM,DEFER with fixed text; do not invent policy row,high,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0081,scenarios,tool_policy,runtime detects: scenario.match returned zero rows,policy_handler_if is not None,apply tools.sleep_backoff then single retry; on second failure DEFER,skip scenario pack when tool was not requested,critical,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0082,scenarios,tool_policy,chat turn includes: scenario.match returned zero rows,policy_handler_if is None,classify failure kind github_allowlist_blocked; surface next_step allowlist fix,DEFER with fixed text; do not invent policy row,high,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0083,scenarios,tool_policy,skill path hits: scenario.match returned zero rows,error contains github_repository_not_allowed,attach chosen row id GH-* to audit log; never invent id,skip scenario pack when tool was not requested,medium,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
AS-0084,scenarios,tool_policy,after bootstrap: scenario.match returned zero rows,error contains 429,map if_action via policy_action_map; if handler allowlisted queue skill else evidence-only,DEFER with fixed text; do not invent policy row,high,Call scenario.match / policy_for_tool_error before any model tokens; map handlers only via policy_action_map.,Any tool_errors on a turn that requested tools; webhook/policy events.,Stops invented analysis when tools fail; policy rows are fixed evidence.,aion-backend-v2 scenario packs + policy_action_map
